DataTableID,Code,Direction,Measured,Key_driver,Comment
1070,1.1 (Protected area),Positive,Not explained,No,
1120,1.1 (Protected area),Positive,Speculated,No,
1121,1.1 (Protected area),Positive,Speculated,No,
1123,1.1 (Protected area),Positive,Speculated,No,
1125,1.1 (Protected area),Positive,Speculated,No,
1126,1.1 (Protected area),Positive,Speculated,No,
1127,1.1 (Protected area),Positive,Speculated,No,
1186,1.1 (Protected area),Positive,Speculated,No,
1187,1.1 (Protected area),Positive,Speculated,No,
1274,1.1 (Protected area),Positive,Proxy estimate,No,
1431,1.1 (Protected area),Positive,Speculated,No,
1432,1.1 (Protected area),Positive,Speculated,No,
1603,1.1 (Protected area),Positive,Proxy estimate,No,
1625,1.1 (Protected area),Positive,Proxy estimate,No,
1629,1.1 (Protected area),Positive,Speculated,No,
1630,1.1 (Protected area),Positive,Speculated,No,
1631,1.1 (Protected area),Positive,Speculated,No,
1633,1.1 (Protected area),Positive,Speculated,No,
1634,1.1 (Protected area),Positive,Speculated,No,
1635,1.1 (Protected area),Positive,Speculated,No,
1636,1.1 (Protected area),Positive,Speculated,No,
1637,1.1 (Protected area),Positive,Speculated,No,
1638,1.1 (Protected area),Positive,Speculated,No,
1639,1.1 (Protected area),Positive,Speculated,No,
1640,1.1 (Protected area),Positive,Speculated,No,
1641,1.1 (Protected area),Positive,Speculated,No,
1642,1.1 (Protected area),Positive,Speculated,No,
1643,1.1 (Protected area),Positive,Speculated,No,
1644,1.1 (Protected area),Positive,Speculated,No,
1701,1.1 (Protected area),Positive,Not explained,No,
1703,1.1 (Protected area),Positive,Speculated,No,
1704,1.1 (Protected area),Positive,Not explained,No,
1724,1.1 (Protected area),Positive,Not explained,No,
1731,1.1 (Protected area),Positive,Not explained,No,
1732,1.1 (Protected area),Positive,Not explained,No,
1733,1.1 (Protected area),Positive,Not explained,No,
1734,1.1 (Protected area),Positive,Not explained,No,
1744,1.1 (Protected area),Positive,Not explained,No,
1745,1.1 (Protected area),Positive,Not explained,No,
1746,1.1 (Protected area),Positive,Not explained,No,
1750,1.1 (Protected area),Positive,Not explained,No,
1752,1.1 (Protected area),Positive,Not explained,No,
1756,1.1 (Protected area),Positive,Speculated,No,
1757,1.1 (Protected area),Positive,Not explained,No,
1759,1.1 (Protected area),Positive,Not explained,No,
1760,1.1 (Protected area),Positive,Not explained,No,
1761,1.1 (Protected area),Positive,Not explained,No,
1763,1.1 (Protected area),Positive,Not explained,No,
1766,1.1 (Protected area),Positive,Not explained,No,
1780,1.1 (Protected area),Positive,Not explained,No,
1781,1.1 (Protected area),Positive,Not explained,No,
1782,1.1 (Protected area),Positive,Not explained,No,
1783,1.1 (Protected area),Positive,Not explained,No,
1789,1.1 (Protected area),Positive,Not explained,No,
1793,1.1 (Protected area),Positive,Not explained,No,
1794,1.1 (Protected area),Positive,Not explained,No,
1795,1.1 (Protected area),Positive,Not explained,No,
1798,1.1 (Protected area),Positive,Not explained,No,
1800,1.1 (Protected area),Positive,Not explained,No,
1801,1.1 (Protected area),Positive,Not explained,No,
1802,1.1 (Protected area),Positive,Not explained,No,
1803,1.1 (Protected area),Positive,Not explained,No,
1805,1.1 (Protected area),Positive,Proxy estimate,No,
1806,1.1 (Protected area),Positive,Speculated,No,
1807,1.1 (Protected area),Positive,Speculated,No,
1811,1.1 (Protected area),Positive,Not explained,No,
1812,1.1 (Protected area),Positive,Not explained,No,
1813,1.1 (Protected area),Positive,Not explained,No,
1814,1.1 (Protected area),Positive,Not explained,No,
1815,1.1 (Protected area),Positive,Not explained,No,
1818,1.1 (Protected area),Positive,Not explained,No,
1881,1.1 (Protected area),Positive,Not explained,No,
1883,1.1 (Protected area),Positive,Not explained,No,
1903,1.1 (Protected area),Positive,Speculated,No,
1914,1.1 (Protected area),Positive,Not explained,No,
1916,1.1 (Protected area),Positive,Not explained,No,
1917,1.1 (Protected area),Positive,Not explained,No,
1918,1.1 (Protected area),Positive,Not explained,No,
1919,1.1 (Protected area),Positive,Not explained,No,
1923,1.1 (Protected area),Positive,Speculated,No,
1943,1.1 (Protected area),Positive,Not explained,No,
1964,1.1 (Protected area),Positive,Not explained,No,
1966,1.1 (Protected area),Positive,Not explained,No,
1967,1.1 (Protected area),Positive,Not explained,No,
1968,1.1 (Protected area),Positive,Not explained,No,
1969,1.1 (Protected area),Positive,Not explained,No,
1970,1.1 (Protected area),Positive,Not explained,No,
1971,1.1 (Protected area),Positive,Not explained,No,
1972,1.1 (Protected area),Positive,Not explained,No,
1973,1.1 (Protected area),Positive,Not explained,No,
1974,1.1 (Protected area),Positive,Not explained,No,
2023,1.1 (Protected area),Positive,Proxy estimate,No,
2035,1.1 (Protected area),Positive,Proxy estimate,No,
2037,1.1 (Protected area),Positive,Proxy estimate,No,
2038,1.1 (Protected area),Positive,Not explained,No,
2039,1.1 (Protected area),Positive,Not explained,No,
2040,1.1 (Protected area),Positive,Proxy estimate,No,
2042,1.1 (Protected area),Positive,Proxy estimate,No,
2064,1.1 (Protected area),Positive,Speculated,No,
2065,1.1 (Protected area),Positive,Speculated,No,
2066,1.1 (Protected area),Positive,Speculated,No,
2067,1.1 (Protected area),Positive,Speculated,No,
2068,1.1 (Protected area),Positive,Speculated,No,
2073,1.1 (Protected area),Positive,Proxy estimate,No,
2075,1.1 (Protected area),Positive,Proxy estimate,No,
2078,1.1 (Protected area),Positive,Speculated,No,
2079,1.1 (Protected area),Positive,Speculated,No,
2080,1.1 (Protected area),Positive,Speculated,No,
2081,1.1 (Protected area),Positive,Speculated,No,
2083,1.1 (Protected area),Positive,Proxy estimate,No,
2084,1.1 (Protected area),Positive,Proxy estimate,No,
2179,1.1 (Protected area),Positive,Not explained,No,
2180,1.1 (Protected area),Positive,Not explained,No,
2189,1.1 (Protected area),Positive,Not explained,No,
2190,1.1 (Protected area),Positive,Not explained,No,
2192,1.1 (Protected area),Positive,Not explained,No,
2193,1.1 (Protected area),Positive,Not explained,No,
2198,1.1 (Protected area),Positive,Not explained,No,
2199,1.1 (Protected area),Positive,Not explained,No,
2200,1.1 (Protected area),Positive,Not explained,No,
2201,1.1 (Protected area),Positive,Not explained,No,
2203,1.1 (Protected area),Positive,Not explained,No,
2204,1.1 (Protected area),Positive,Not explained,No,
2208,1.1 (Protected area),Positive,Not explained,No,
2211,1.1 (Protected area),Positive,Not explained,No,
2212,1.1 (Protected area),Positive,Not explained,No,
2213,1.1 (Protected area),Positive,Not explained,No,
2214,1.1 (Protected area),Positive,Not explained,No,
2225,1.1 (Protected area),Positive,Not explained,No,
2226,1.1 (Protected area),Positive,Not explained,No,
2243,1.1 (Protected area),Positive,Not explained,No,
2244,1.1 (Protected area),Positive,Not explained,No,
2257,1.1 (Protected area),Positive,Not explained,No,
2258,1.1 (Protected area),Positive,Not explained,No,
2267,1.1 (Protected area),Positive,Not explained,No,
2268,1.1 (Protected area),Positive,Not explained,No,
2275,1.1 (Protected area),Positive,Not explained,No,
2299,1.1 (Protected area),Positive,Not explained,No,
2311,1.1 (Protected area),Positive,Speculated,No,
1787,1.2 (Habitat industrialised),Positive,Speculated,No,
1609,1.2 (Protected habitat),Positive,Speculated,No,
1717,1.2 (Protected habitat),Positive,Speculated,No,
1260,11.1 (Habitat shifts from climate change),Positive,Proxy estimate,No,
1016,15.1.1 (Low competition - incomplete guild),Positive,Speculated,No,
1928,15.1.1 (Low competition - incomplete guild),Positive,Speculated,No,
1279,15.1.2 (Low competition - no reason),Positive,Speculated,No,
1280,15.1.2 (Low competition - no reason),Positive,Speculated,No,
2221,15.1.2 (Low competition - no reason),Positive,Speculated,No,
1120,15.1.7 (High prey availability),Positive,Speculated,No,
1669,15.1.7 (High prey availability),Positive,Speculated,No,
1670,15.1.7 (High prey availability),Positive,Speculated,No,
1695,15.1.7 (High prey availability),Positive,Speculated,No,
1783,15.1.7 (High prey availability),Positive,Speculated,No,
2083,15.1.7 (High prey availability),Positive,Speculated,No,
2084,15.1.7 (High prey availability),Positive,Speculated,No,
2267,15.1.7 (High prey availability),Positive,Speculated,No,
2271,15.1.7 (High prey availability),Positive,Speculated,No,
1942,15.4 (High immigration/emigration),Positive,Speculated,No,
2059,15.4 (High immigration/emigration),Positive,Speculated,No,
1921,15.4.2 (High immigration),Positive,Speculated,No,
1984,15.4.2 (High immigration),Positive,Speculated,No,
2269,15.4.2 (High immigration),Positive,Speculated,No,
2270,15.4.2 (High immigration),Positive,Speculated,No,
1124,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1476,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1479,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1481,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1530,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1531,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1532,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1537,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1538,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1539,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1540,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1541,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1544,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1545,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1546,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1547,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1573,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1574,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1575,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1576,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
2025,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,Recovery from Rabies
2058,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
2059,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
2061,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
2221,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
2243,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
2262,15.4.3 (Population expanding/recolonising areas),Positive,Speculated,No,
1278,2.1 (Site managed),Positive,Speculated,No,
1279,2.1 (Site managed),Positive,Speculated,No,
1280,2.1 (Site managed),Positive,Speculated,No,
1717,2.1 (Site managed),Positive,Speculated,No,
1766,2.1 (Site managed),Positive,Proxy estimate,No,
1276,2.3 (Habitat restoration),Positive,Speculated,No,Wild bridge crossing
1962,2.3 (Habitat restoration),Positive,Speculated,No,
1075,3.1 (Species managed),Positive,Speculated,No,
1077,3.1 (Species managed),Positive,Speculated,No,
1078,3.1 (Species managed),Positive,Speculated,No,
1081,3.1 (Species managed),Positive,Speculated,No,
1082,3.1 (Species managed),Positive,Speculated,No,
1083,3.1 (Species managed),Positive,Speculated,No,
1087,3.1 (Species managed),Positive,Speculated,No,
1090,3.1 (Species managed),Positive,Speculated,No,
1093,3.1 (Species managed),Positive,Speculated,No,
1097,3.1 (Species managed),Positive,Speculated,No,
1098,3.1 (Species managed),Positive,Speculated,No,
1102,3.1 (Species managed),Positive,Speculated,No,
1103,3.1 (Species managed),Positive,Speculated,No,
1113,3.1 (Species managed),Positive,Speculated,No,
1118,3.1 (Species managed),Positive,Speculated,No,
1121,3.1 (Species managed),Positive,Speculated,No,
1125,3.1 (Species managed),Positive,Speculated,No,
1274,3.1 (Species managed),Positive,Proxy estimate,No,
1275,3.1 (Species managed),Positive,Proxy estimate,No,
1676,3.1 (Species managed),Positive,Proxy estimate,No,
1677,3.1 (Species managed),Positive,Proxy estimate,No,
1755,3.1 (Species managed),Positive,Speculated,No,
1756,3.1 (Species managed),Positive,Speculated,No,
1766,3.1 (Species managed),Positive,Proxy estimate,No,
1798,3.1 (Species managed),Positive,Speculated,No,
1800,3.1 (Species managed),Positive,Speculated,No,
1801,3.1 (Species managed),Positive,Speculated,No,
1805,3.1 (Species managed),Positive,Speculated,No,
1806,3.1 (Species managed),Positive,Speculated,No,
1807,3.1 (Species managed),Positive,Speculated,No,
1922,3.1 (Species managed),Positive,Speculated,No,
1050,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
1071,3.1.1 (Harvest managed),Positive,Speculated,No,
1386,3.1.1 (Harvest managed),Positive,Speculated,No,
1693,3.1.1 (Harvest managed),Positive,Speculated,No,
1716,3.1.1 (Harvest managed),Positive,Speculated,No,
1719,3.1.1 (Harvest managed),Positive,Speculated,No,
1735,3.1.1 (Harvest managed),Positive,Speculated,No,
1738,3.1.1 (Harvest managed),Positive,Speculated,No,
1739,3.1.1 (Harvest managed),Positive,Speculated,No,
1747,3.1.1 (Harvest managed),Positive,Speculated,No,
1748,3.1.1 (Harvest managed),Positive,Speculated,No,
1757,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
1775,3.1.1 (Harvest managed),Positive,Speculated,No,
1798,3.1.1 (Harvest managed),Positive,Speculated,No,
1800,3.1.1 (Harvest managed),Positive,Speculated,No,
1801,3.1.1 (Harvest managed),Positive,Speculated,No,
1892,3.1.1 (Harvest managed),Positive,Speculated,No,
1904,3.1.1 (Harvest managed),Positive,Not explained,No,
1905,3.1.1 (Harvest managed),Positive,Not explained,No,
1906,3.1.1 (Harvest managed),Positive,Not explained,No,
1907,3.1.1 (Harvest managed),Positive,Not explained,No,
1908,3.1.1 (Harvest managed),Positive,Not explained,No,
1909,3.1.1 (Harvest managed),Positive,Not explained,No,
1910,3.1.1 (Harvest managed),Positive,Not explained,No,
1911,3.1.1 (Harvest managed),Positive,Not explained,No,
1912,3.1.1 (Harvest managed),Positive,Not explained,No,
1922,3.1.1 (Harvest managed),Positive,Speculated,No,
1941,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
1944,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
1976,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
1978,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2097,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2098,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2099,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2100,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2101,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2102,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2103,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2104,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2105,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2106,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2107,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2108,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2109,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2110,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2111,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2112,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2113,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2114,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2115,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2116,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2117,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2118,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2119,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2120,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2121,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2122,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2123,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2124,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2125,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2126,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2127,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2128,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2129,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2130,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2131,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2132,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2133,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2134,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2135,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2136,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2137,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2138,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2139,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2140,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2141,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2142,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2143,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2144,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2145,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2146,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2147,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2148,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2149,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2150,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2151,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2152,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2153,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2154,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2155,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2156,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2157,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2158,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2159,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2160,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2161,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2162,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2163,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2164,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2165,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2166,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2167,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2168,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2169,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2170,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2171,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2172,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2173,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2174,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2175,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2176,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2181,3.1.1 (Harvest managed),Positive,Speculated,No,
2182,3.1.1 (Harvest managed),Positive,Speculated,No,
2183,3.1.1 (Harvest managed),Positive,Speculated,No,
2203,3.1.1 (Harvest managed),Positive,Speculated,No,
2220,3.1.1 (Harvest managed),Positive,Not explained,No,
2312,3.1.1 (Harvest managed),Positive,Proxy estimate,No,
2313,3.1.1 (Harvest managed),Positive,Speculated,No,
1019,3.2 (Action to enable population recovery),Positive,Speculated,No,
1278,3.2 (Action to enable population recovery),Positive,Speculated,No,
1279,3.2 (Action to enable population recovery),Positive,Speculated,No,
1280,3.2 (Action to enable population recovery),Positive,Speculated,No,
1676,3.2 (Action to enable population recovery),Positive,Proxy estimate,No,
1677,3.2 (Action to enable population recovery),Positive,Proxy estimate,No,
1729,3.2 (Action to enable population recovery),Positive,Speculated,No,
1730,3.2 (Action to enable population recovery),Positive,Speculated,No,
1755,3.2 (Action to enable population recovery),Positive,Speculated,No,
1756,3.2 (Action to enable population recovery),Positive,Speculated,No,
1817,3.2 (Action to enable population recovery),Positive,Speculated,No,
1737,3.3 (Re-introduction),Positive,Speculated,No,Translocation
2064,3.3 (Re-introduction),Positive,Speculated,No,
2206,3.3 (Re-introduction),Positive,Speculated,No,
2212,3.3 (Re-introduction),Positive,Proxy estimate,No,
1607,4.3 (Educate public),Positive,Speculated,No,
1693,5.1 (General protective legislation),Positive,Speculated,No,
1717,5.1 (General protective legislation),Positive,Speculated,No,
1721,5.1 (General protective legislation),Positive,Speculated,No,
1722,5.1 (General protective legislation),Positive,Speculated,No,
1723,5.1 (General protective legislation),Positive,Speculated,No,
1730,5.1 (General protective legislation),Positive,Speculated,No,
1739,5.1 (General protective legislation),Positive,Speculated,No,
1920,5.1 (General protective legislation),Positive,Speculated,No,
2005,5.1 (General protective legislation),Positive,Speculated,No,
2264,5.1 (General protective legislation),Positive,Speculated,No,
2264,5.1 (General protective legislation),Positive,Speculated,No,
1603,5.1.1 (International legislation),Positive,Speculated,No,
1604,5.1.1 (International legislation),Positive,Speculated,No,
1628,5.1.1 (International legislation),Positive,Speculated,No,
1629,5.1.1 (International legislation),Positive,Speculated,No,
1630,5.1.1 (International legislation),Positive,Speculated,No,
1631,5.1.1 (International legislation),Positive,Speculated,No,
1632,5.1.1 (International legislation),Positive,Speculated,No,
1633,5.1.1 (International legislation),Positive,Speculated,No,
1634,5.1.1 (International legislation),Positive,Speculated,No,
1635,5.1.1 (International legislation),Positive,Speculated,No,
1636,5.1.1 (International legislation),Positive,Speculated,No,
1637,5.1.1 (International legislation),Positive,Speculated,No,
1638,5.1.1 (International legislation),Positive,Speculated,No,
1639,5.1.1 (International legislation),Positive,Speculated,No,
1640,5.1.1 (International legislation),Positive,Speculated,No,
1641,5.1.1 (International legislation),Positive,Speculated,No,
1642,5.1.1 (International legislation),Positive,Speculated,No,
1643,5.1.1 (International legislation),Positive,Speculated,No,
1644,5.1.1 (International legislation),Positive,Speculated,No,
1750,5.1.1 (International legislation),Positive,Not explained,No,
1904,5.1.1 (International legislation),Positive,Not explained,No,
1905,5.1.1 (International legislation),Positive,Not explained,No,
1906,5.1.1 (International legislation),Positive,Not explained,No,
1907,5.1.1 (International legislation),Positive,Not explained,No,
1908,5.1.1 (International legislation),Positive,Not explained,No,
1909,5.1.1 (International legislation),Positive,Not explained,No,
1910,5.1.1 (International legislation),Positive,Not explained,No,
1911,5.1.1 (International legislation),Positive,Not explained,No,
1912,5.1.1 (International legislation),Positive,Not explained,No,
1924,5.1.1 (International legislation),Positive,Speculated,No,
1925,5.1.1 (International legislation),Positive,Speculated,No,
1926,5.1.1 (International legislation),Positive,Speculated,No,
1927,5.1.1 (International legislation),Positive,Speculated,No,
2076,5.1.1 (International legislation),Positive,Speculated,No,
2220,5.1.1 (International legislation),Positive,Not explained,No,
2221,5.1.1 (International legislation),Positive,Speculated,No,
2261,5.1.1 (International legislation),Positive,Speculated,No,
2262,5.1.1 (International legislation),Positive,Speculated,No,
1167,5.1.2 (National legislation),Positive,Speculated,No,
1628,5.1.2 (National legislation),Positive,Speculated,No,
1629,5.1.2 (National legislation),Positive,Speculated,No,
1630,5.1.2 (National legislation),Positive,Speculated,No,
1631,5.1.2 (National legislation),Positive,Speculated,No,
1632,5.1.2 (National legislation),Positive,Speculated,No,
1633,5.1.2 (National legislation),Positive,Speculated,No,
1634,5.1.2 (National legislation),Positive,Speculated,No,
1635,5.1.2 (National legislation),Positive,Speculated,No,
1636,5.1.2 (National legislation),Positive,Speculated,No,
1637,5.1.2 (National legislation),Positive,Speculated,No,
1638,5.1.2 (National legislation),Positive,Speculated,No,
1639,5.1.2 (National legislation),Positive,Speculated,No,
1640,5.1.2 (National legislation),Positive,Speculated,No,
1641,5.1.2 (National legislation),Positive,Speculated,No,
1642,5.1.2 (National legislation),Positive,Speculated,No,
1643,5.1.2 (National legislation),Positive,Speculated,No,
1644,5.1.2 (National legislation),Positive,Speculated,No,
1750,5.1.2 (National legislation),Positive,Not explained,No,
1806,5.1.2 (National legislation),Positive,Speculated,No,
1807,5.1.2 (National legislation),Positive,Speculated,No,
1903,5.1.2 (National legislation),Positive,Speculated,No,
1923,5.1.2 (National legislation),Positive,Speculated,No,
2058,5.1.2 (National legislation),Positive,Proxy estimate,No,
2059,5.1.2 (National legislation),Positive,Proxy estimate,No,
2060,5.1.2 (National legislation),Positive,Proxy estimate,No,
2061,5.1.2 (National legislation),Positive,Proxy estimate,No,
2062,5.1.2 (National legislation),Positive,Speculated,No,
2064,5.1.2 (National legislation),Positive,Speculated,No,
2076,5.1.2 (National legislation),Positive,Speculated,No,
2208,5.1.2 (National legislation),Positive,Not explained,No,
2217,5.1.2 (National legislation),Positive,Speculated,No,legislation was intermittent
2218,5.1.2 (National legislation),Positive,Speculated,No,
2220,5.1.2 (National legislation),Positive,Not explained,No,
2261,5.1.2 (National legislation),Positive,Speculated,No,
2265,5.1.2 (National legislation),Positive,Not explained,No,
2265,5.1.2 (National legislation),Positive,Not explained,No,
1669,5.2 (Protective policy),Positive,Speculated,No,
1670,5.2 (Protective policy),Positive,Speculated,No,
1721,5.2 (Protective policy),Positive,Speculated,No,
1722,5.2 (Protective policy),Positive,Speculated,No,
1723,5.2 (Protective policy),Positive,Speculated,No,
1725,5.2 (Protective policy),Positive,Speculated,No,
1726,5.2 (Protective policy),Positive,Speculated,No,
1727,5.2 (Protective policy),Positive,Speculated,No,
1728,5.2 (Protective policy),Positive,Speculated,No,
1729,5.2 (Protective policy),Positive,Speculated,No,
1607,6.1 (Communities livelihood linked to species success)),Positive,Speculated,No,
1904,6.1 (Communities livelihood linked to species success)),Positive,Not explained,No,
1905,6.1 (Communities livelihood linked to species success)),Positive,Not explained,No,
1906,6.1 (Communities livelihood linked to species success)),Positive,Not explained,No,
1907,6.1 (Communities livelihood linked to species success)),Positive,Not explained,No,
1908,6.1 (Communities livelihood linked to species success)),Positive,Not explained,No,
1703,6.3 (Carnivore market managed  e.g. hunting levy),Positive,Speculated,No,
1041,6.4 (Compensation schemes),Positive,Speculated,No,
1042,6.4 (Compensation schemes),Positive,Speculated,No,
1095,6.4 (Compensation schemes),Positive,Speculated,No,
1612,6.4 (Compensation schemes),Positive,Speculated,No,
1071,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1820,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1821,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1822,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1823,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1824,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1826,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1827,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1828,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1829,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1825,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1830,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1831,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1832,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1833,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1834,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1835,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1836,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1837,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
